"doc_id","text","favorite_count","retweet_count","lat","lng","search_term","word","sentiment"
"xtwitter_data.csv.596","x877924468655439872",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.597","x16504108",1,0,,,"bad accent","support","positive"
"xtwitter_data.csv.597","x16504108",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.598","x19537128",1,0,,,"bad accent","prefer","positive"
"xtwitter_data.csv.598","x19537128",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.598","x19537128",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.599","x1188589700694589442",2,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.599","x1188589700694589442",2,0,,,"bad accent","fair","positive"
"xtwitter_data.csv.599","x1188589700694589442",2,0,,,"bad accent","correctly","positive"
"xtwitter_data.csv.600","x18494888",2,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.600","x18494888",2,0,,,"bad accent","enough","positive"
"xtwitter_data.csv.601","x479685370",5,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.601","x479685370",5,0,,,"bad accent","skinny","negative"
"xtwitter_data.csv.601","x479685370",5,0,,,"bad accent","messed","negative"
"xtwitter_data.csv.601","x479685370",5,0,,,"bad accent","messing","negative"
"xtwitter_data.csv.602","x2270869639",2,0,,,"bad accent","merry","positive"
"xtwitter_data.csv.602","x2270869639",2,0,,,"bad accent","funny","negative"
"xtwitter_data.csv.602","x2270869639",2,0,,,"bad accent","cool","positive"
"xtwitter_data.csv.602","x2270869639",2,0,,,"bad accent","favorite","positive"
"xtwitter_data.csv.602","x2270869639",2,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.602","x2270869639",2,0,,,"bad accent","like","positive"
"xtwitter_data.csv.603","x34100153",0,0,,,"bad accent","great","positive"
"xtwitter_data.csv.603","x34100153",0,0,,,"bad accent","break","negative"
"xtwitter_data.csv.603","x34100153",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.604","x18034778",1,0,,,"bad accent","good","positive"
"xtwitter_data.csv.604","x18034778",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.605","x266159850",2,0,,,"bad accent","marvels","positive"
"xtwitter_data.csv.605","x266159850",2,0,,,"bad accent","like","positive"
"xtwitter_data.csv.605","x266159850",2,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.606","x372012167",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.606","x372012167",0,0,,,"bad accent","amazing","positive"
"xtwitter_data.csv.606","x372012167",0,0,,,"bad accent","doubt","negative"
"xtwitter_data.csv.607","x920311065015193600",2,0,,,"bad accent","wow","positive"
"xtwitter_data.csv.607","x920311065015193600",2,0,,,"bad accent","beautiful","positive"
"xtwitter_data.csv.607","x920311065015193600",2,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.607","x920311065015193600",2,0,,,"bad accent","beautiful","positive"
"xtwitter_data.csv.608","x2731906390",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.608","x2731906390",0,0,,,"bad accent","sweet","positive"
"xtwitter_data.csv.609","x347922322",6,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.610","x825376539650895872",2,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.610","x825376539650895872",2,0,,,"bad accent","work","positive"
"xtwitter_data.csv.610","x825376539650895872",2,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.610","x825376539650895872",2,0,,,"bad accent","work","positive"
"xtwitter_data.csv.611","x27367263",1,0,,,"bad accent","fine","positive"
"xtwitter_data.csv.611","x27367263",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.612","x1409243291107921920",3,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.612","x1409243291107921920",3,0,,,"bad accent","bland","negative"
"xtwitter_data.csv.612","x1409243291107921920",3,0,,,"bad accent","inaccurate","negative"
"xtwitter_data.csv.612","x1409243291107921920",3,0,,,"bad accent","bane","negative"
"xtwitter_data.csv.612","x1409243291107921920",3,0,,,"bad accent","cool","positive"
"xtwitter_data.csv.613","x3197839394",16,3,,,"bad accent","bad","negative"
"xtwitter_data.csv.613","x3197839394",16,3,,,"bad accent","bad","negative"
"xtwitter_data.csv.614","x1041726970718027777",1,0,,,"bad accent","annoying","negative"
"xtwitter_data.csv.614","x1041726970718027777",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.614","x1041726970718027777",1,0,,,"bad accent","love","positive"
"xtwitter_data.csv.614","x1041726970718027777",1,0,,,"bad accent","attraction","positive"
"xtwitter_data.csv.615","x1170826679410839552",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.616","x1267306076841619456",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.617","x1255492596736102403",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.618","x1397763568003555333",5,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.619","x1161406265987256320",115,9,,,"bad accent","bad","negative"
"xtwitter_data.csv.620","x714169939012268032",3,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.621","x338143983",51,1,,,"bad accent","bad","negative"
"xtwitter_data.csv.622","x27378122",3,0,,,"bad accent","like","positive"
"xtwitter_data.csv.622","x27378122",3,0,,,"bad accent","like","positive"
"xtwitter_data.csv.622","x27378122",3,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.623","x726214764804755456",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.624","x232280542",44,0,,,"bad accent","tired","negative"
"xtwitter_data.csv.624","x232280542",44,0,,,"bad accent","clearly","positive"
"xtwitter_data.csv.624","x232280542",44,0,,,"bad accent","like","positive"
"xtwitter_data.csv.624","x232280542",44,0,,,"bad accent","excuses","negative"
"xtwitter_data.csv.624","x232280542",44,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.625","x715890650",18,2,,,"bad accent","bad","negative"
"xtwitter_data.csv.626","x153552042",4,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.626","x153552042",4,0,,,"bad accent","battered","negative"
"xtwitter_data.csv.626","x153552042",4,0,,,"bad accent","awful","negative"
"xtwitter_data.csv.626","x153552042",4,0,,,"bad accent","fake","negative"
"xtwitter_data.csv.627","x897884027658452992",0,0,,,"bad accent","gold","positive"
"xtwitter_data.csv.627","x897884027658452992",0,0,,,"bad accent","bloody","negative"
"xtwitter_data.csv.627","x897884027658452992",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.627","x897884027658452992",0,0,,,"bad accent","top","positive"
"xtwitter_data.csv.627","x897884027658452992",0,0,,,"bad accent","perfect","positive"
"xtwitter_data.csv.628","x969664628484689921",0,0,,,"bad accent","authentic","positive"
"xtwitter_data.csv.628","x969664628484689921",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.629","x4878882339",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.630","x540233417",1,0,,,"bad accent","worst","negative"
"xtwitter_data.csv.630","x540233417",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.631","x3241898666",2,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.632","x1029872479710265345",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.632","x1029872479710265345",1,0,,,"bad accent","insult","negative"
"xtwitter_data.csv.632","x1029872479710265345",1,0,,,"bad accent","progress","positive"
"xtwitter_data.csv.633","x986238370580873224",19,5,,,"bad accent","bad","negative"
"xtwitter_data.csv.634","x396746558",1,0,,,"bad accent","prefer","positive"
"xtwitter_data.csv.634","x396746558",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.634","x396746558",1,0,,,"bad accent","enough","positive"
"xtwitter_data.csv.634","x396746558",1,0,,,"bad accent","miss","negative"
"xtwitter_data.csv.634","x396746558",1,0,,,"bad accent","like","positive"
"xtwitter_data.csv.635","x386702171",1,0,,,"bad accent","fine","positive"
"xtwitter_data.csv.635","x386702171",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.635","x386702171",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.636","x878558702",5,0,,,"bad accent","like","positive"
"xtwitter_data.csv.636","x878558702",5,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.636","x878558702",5,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.637","x29838332",4,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.637","x29838332",4,0,,,"bad accent","like","positive"
"xtwitter_data.csv.638","x35875300",0,0,,,"bad accent","dull","negative"
"xtwitter_data.csv.638","x35875300",0,0,,,"bad accent","mess","negative"
"xtwitter_data.csv.638","x35875300",0,0,,,"bad accent","impossible","negative"
"xtwitter_data.csv.638","x35875300",0,0,,,"bad accent","poorly","negative"
"xtwitter_data.csv.638","x35875300",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.639","x2351181006",6,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.639","x2351181006",6,0,,,"bad accent","like","positive"
"xtwitter_data.csv.640","x997191355679100928",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.641","x608384517",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.642","x4691379697",1,0,,,"bad accent","work","positive"
"xtwitter_data.csv.642","x4691379697",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.642","x4691379697",1,0,,,"bad accent","viper","negative"
"xtwitter_data.csv.642","x4691379697",1,0,,,"bad accent","joke","negative"
"xtwitter_data.csv.643","x4080069976",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.644","x6970282",1,0,,,"bad accent","good","positive"
"xtwitter_data.csv.644","x6970282",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.644","x6970282",1,0,,,"bad accent","unsettle","negative"
"xtwitter_data.csv.644","x6970282",1,0,,,"bad accent","appropriate","positive"
"xtwitter_data.csv.645","x308147097",0,0,,,"bad accent","freaking","negative"
"xtwitter_data.csv.645","x308147097",0,0,,,"bad accent","worst","negative"
"xtwitter_data.csv.645","x308147097",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.645","x308147097",0,0,,,"bad accent","worse","negative"
"xtwitter_data.csv.645","x308147097",0,0,,,"bad accent","like","positive"
"xtwitter_data.csv.645","x308147097",0,0,,,"bad accent","nasty","negative"
"xtwitter_data.csv.645","x308147097",0,0,,,"bad accent","rumors","negative"
"xtwitter_data.csv.646","x2733896105",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.646","x2733896105",0,0,,,"bad accent","stutter","negative"
"xtwitter_data.csv.647","x1097334080344076288",1,0,,,"bad accent","hate","negative"
"xtwitter_data.csv.647","x1097334080344076288",1,0,,,"bad accent","like","positive"
"xtwitter_data.csv.647","x1097334080344076288",1,0,,,"bad accent","hot","positive"
"xtwitter_data.csv.647","x1097334080344076288",1,0,,,"bad accent","hot","positive"
"xtwitter_data.csv.647","x1097334080344076288",1,0,,,"bad accent","safe","positive"
"xtwitter_data.csv.647","x1097334080344076288",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.647","x1097334080344076288",1,0,,,"bad accent","hate","negative"
"xtwitter_data.csv.648","x11579642",0,0,,,"bad accent","enjoy","positive"
"xtwitter_data.csv.648","x11579642",0,0,,,"bad accent","lucky","positive"
"xtwitter_data.csv.648","x11579642",0,0,,,"bad accent","good","positive"
"xtwitter_data.csv.648","x11579642",0,0,,,"bad accent","luck","positive"
"xtwitter_data.csv.648","x11579642",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.648","x11579642",0,0,,,"bad accent","luck","positive"
"xtwitter_data.csv.649","x308286757",4,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.649","x308286757",4,0,,,"bad accent","fault","negative"
"xtwitter_data.csv.650","x80178333",4,2,,,"bad accent","bad","negative"
"xtwitter_data.csv.651","x3443960423",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.651","x3443960423",0,0,,,"bad accent","terrible","negative"
"xtwitter_data.csv.651","x3443960423",0,0,,,"bad accent","good","positive"
"xtwitter_data.csv.652","x36195557",0,0,,,"bad accent","pretty","positive"
"xtwitter_data.csv.652","x36195557",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.653","x3316270072",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.653","x3316270072",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.653","x3316270072",0,0,,,"bad accent","stupid","negative"
"xtwitter_data.csv.654","x1046361864",14,1,34.1190164,-117.71617265,"bad accent","gloriously","positive"
"xtwitter_data.csv.654","x1046361864",14,1,34.1190164,-117.71617265,"bad accent","authentic","positive"
"xtwitter_data.csv.654","x1046361864",14,1,34.1190164,-117.71617265,"bad accent","bad","negative"
"xtwitter_data.csv.654","x1046361864",14,1,34.1190164,-117.71617265,"bad accent","wicked","negative"
"xtwitter_data.csv.654","x1046361864",14,1,34.1190164,-117.71617265,"bad accent","authentic","positive"
"xtwitter_data.csv.655","x20065896",0,0,,,"bad accent","breaking","negative"
"xtwitter_data.csv.655","x20065896",0,0,,,"bad accent","like","positive"
"xtwitter_data.csv.655","x20065896",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.656","x1416735842459168775",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.656","x1416735842459168775",0,0,,,"bad accent","hard","negative"
"xtwitter_data.csv.656","x1416735842459168775",0,0,,,"bad accent","strong","positive"
"xtwitter_data.csv.656","x1416735842459168775",0,0,,,"bad accent","sorry","negative"
"xtwitter_data.csv.656","x1416735842459168775",0,0,,,"bad accent","like","positive"
"xtwitter_data.csv.657","x1039541802347495424",9,0,,,"bad accent","cheaper","positive"
"xtwitter_data.csv.657","x1039541802347495424",9,0,,,"bad accent","like","positive"
"xtwitter_data.csv.657","x1039541802347495424",9,0,,,"bad accent","like","positive"
"xtwitter_data.csv.657","x1039541802347495424",9,0,,,"bad accent","like","positive"
"xtwitter_data.csv.657","x1039541802347495424",9,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.658","x61935087",1,0,,,"bad accent","like","positive"
"xtwitter_data.csv.658","x61935087",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.659","x1006919818933690368",20,0,,,"bad accent","good","positive"
"xtwitter_data.csv.659","x1006919818933690368",20,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.659","x1006919818933690368",20,0,,,"bad accent","cool","positive"
"xtwitter_data.csv.660","x171273057",15,2,47.27302215,-120.882482,"bad accent","smartest","positive"
"xtwitter_data.csv.660","x171273057",15,2,47.27302215,-120.882482,"bad accent","nicest","positive"
"xtwitter_data.csv.660","x171273057",15,2,47.27302215,-120.882482,"bad accent","coolest","positive"
"xtwitter_data.csv.660","x171273057",15,2,47.27302215,-120.882482,"bad accent","bad","negative"
"xtwitter_data.csv.661","x12959482",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.662","x267696716",2,0,,,"bad accent","well","positive"
"xtwitter_data.csv.662","x267696716",2,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.663","x149194744",3,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.663","x149194744",3,0,,,"bad accent","pretty","positive"
"xtwitter_data.csv.663","x149194744",3,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.664","x1215812426177896451",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.665","x1242424474235961344",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.665","x1242424474235961344",0,0,,,"bad accent","top","positive"
"xtwitter_data.csv.665","x1242424474235961344",0,0,,,"bad accent","nonsense","negative"
"xtwitter_data.csv.666","x300663220",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.666","x300663220",1,0,,,"bad accent","horrible","negative"
"xtwitter_data.csv.666","x300663220",1,0,,,"bad accent","fun","positive"
"xtwitter_data.csv.667","x1436205647637352457",2,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.668","x15182368",15,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.668","x15182368",15,0,,,"bad accent","great","positive"
"xtwitter_data.csv.669","x27824005",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.669","x27824005",1,0,,,"bad accent","work","positive"
"xtwitter_data.csv.670","x2858906431",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.670","x2858906431",0,0,,,"bad accent","like","positive"
"xtwitter_data.csv.671","x369877146",0,0,37.7706565,-122.4359785,"bad accent","bad","negative"
"xtwitter_data.csv.671","x369877146",0,0,37.7706565,-122.4359785,"bad accent","fooled","negative"
"xtwitter_data.csv.671","x369877146",0,0,37.7706565,-122.4359785,"bad accent","good","positive"
"xtwitter_data.csv.672","x1248867743849316352",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.673","x1061853437409853440",2,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.674","x34901080",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.674","x34901080",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.675","x1314227981364191232",5,1,,,"bad accent","pretty","positive"
"xtwitter_data.csv.675","x1314227981364191232",5,1,,,"bad accent","good","positive"
"xtwitter_data.csv.675","x1314227981364191232",5,1,,,"bad accent","bullshit","negative"
"xtwitter_data.csv.675","x1314227981364191232",5,1,,,"bad accent","bad","negative"
"xtwitter_data.csv.676","x2907055276",1,0,,,"bad accent","enough","positive"
"xtwitter_data.csv.676","x2907055276",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.677","x93522183",1,0,,,"bad accent","great","positive"
"xtwitter_data.csv.677","x93522183",1,0,,,"bad accent","brilliant","positive"
"xtwitter_data.csv.677","x93522183",1,0,,,"bad accent","great","positive"
"xtwitter_data.csv.677","x93522183",1,0,,,"bad accent","pretty","positive"
"xtwitter_data.csv.677","x93522183",1,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.677","x93522183",1,0,,,"bad accent","wrong","negative"
"xtwitter_data.csv.677","x93522183",1,0,,,"bad accent","oddest","negative"
"xtwitter_data.csv.678","x922577419193724929",0,0,40.655138,-73.9487755,"bad accent","bad","negative"
"xtwitter_data.csv.678","x922577419193724929",0,0,40.655138,-73.9487755,"bad accent","believable","positive"
"xtwitter_data.csv.678","x922577419193724929",0,0,40.655138,-73.9487755,"bad accent","like","positive"
"xtwitter_data.csv.679","x2666234351",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.680","x943095900402061312",0,0,,,"bad accent","terrible","negative"
"xtwitter_data.csv.680","x943095900402061312",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.681","x61810086",0,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.682","x2261511602",6,0,,,"bad accent","amazing","positive"
"xtwitter_data.csv.682","x2261511602",6,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.682","x2261511602",6,0,,,"bad accent","hot","positive"
"xtwitter_data.csv.682","x2261511602",6,0,,,"bad accent","bothered","negative"
"xtwitter_data.csv.683","x3048554083",59,0,,,"bad accent","drunk","negative"
"xtwitter_data.csv.683","x3048554083",59,0,,,"bad accent","racist","negative"
"xtwitter_data.csv.683","x3048554083",59,0,,,"bad accent","bullshit","negative"
"xtwitter_data.csv.683","x3048554083",59,0,,,"bad accent","bad","negative"
"xtwitter_data.csv.683","x3048554083",59,0,,,"bad accent","hysterically","negative"
"xtwitter_data.csv.685","x211589486",1,0,,,"native speaker","hard","negative"
"xtwitter_data.csv.686","x2707022552",0,0,,,"native speaker","weaker","negative"
"xtwitter_data.csv.687","x398572886",0,0,,,"native speaker","shame","negative"
"xtwitter_data.csv.687","x398572886",0,0,,,"native speaker","heck","negative"
"xtwitter_data.csv.687","x398572886",0,0,,,"native speaker","astounding","positive"
"xtwitter_data.csv.688","x1268413730750070785",1,0,,,"native speaker","best","positive"
"xtwitter_data.csv.690","x191042181",2,0,,,"native speaker","doubts","negative"
"xtwitter_data.csv.691","x869763922399817728",13,0,,,"native speaker","tense","negative"
"xtwitter_data.csv.691","x869763922399817728",13,0,,,"native speaker","like","positive"
"xtwitter_data.csv.691","x869763922399817728",13,0,,,"native speaker","fluent","positive"
"xtwitter_data.csv.691","x869763922399817728",13,0,,,"native speaker","chill","negative"
"xtwitter_data.csv.692","x1106038473767747584",0,0,,,"native speaker","like","positive"
"xtwitter_data.csv.693","x4331881278",1,0,,,"native speaker","mistaken","negative"
"xtwitter_data.csv.693","x4331881278",1,0,,,"native speaker","freaking","negative"
"xtwitter_data.csv.693","x4331881278",1,0,,,"native speaker","works","positive"
"xtwitter_data.csv.694","x4331881278",54,7,,,"native speaker","wow","positive"
"xtwitter_data.csv.694","x4331881278",54,7,,,"native speaker","good","positive"
"xtwitter_data.csv.694","x4331881278",54,7,,,"native speaker","wow","positive"
"xtwitter_data.csv.694","x4331881278",54,7,,,"native speaker","good","positive"
"xtwitter_data.csv.694","x4331881278",54,7,,,"native speaker","wow","positive"
"xtwitter_data.csv.694","x4331881278",54,7,,,"native speaker","good","positive"
"xtwitter_data.csv.694","x4331881278",54,7,,,"native speaker","wow","positive"
"xtwitter_data.csv.694","x4331881278",54,7,,,"native speaker","good","positive"
"xtwitter_data.csv.694","x4331881278",54,7,,,"native speaker","wow","positive"
"xtwitter_data.csv.694","x4331881278",54,7,,,"native speaker","better","positive"
"xtwitter_data.csv.694","x4331881278",54,7,,,"native speaker","trick","negative"
"xtwitter_data.csv.695","x1159952134726569986",0,0,,,"native speaker","freeze","negative"
"xtwitter_data.csv.695","x1159952134726569986",0,0,,,"native speaker","sucks","negative"
"xtwitter_data.csv.696","x983797120988835840",0,0,,,"native speaker","like","positive"
"xtwitter_data.csv.697","x893326917411241984",0,0,,,"native speaker","funny","negative"
"xtwitter_data.csv.698","x14725377",3,0,,,"native speaker","problems","negative"
"xtwitter_data.csv.698","x14725377",3,0,,,"native speaker","sadly","negative"
"xtwitter_data.csv.698","x14725377",3,0,,,"native speaker","stupid","negative"
"xtwitter_data.csv.701","x831999195246637056",0,0,,,"native speaker","defiant","negative"
"xtwitter_data.csv.701","x831999195246637056",0,0,,,"native speaker","like","positive"
"xtwitter_data.csv.701","x831999195246637056",0,0,,,"native speaker","masters","positive"
"xtwitter_data.csv.701","x831999195246637056",0,0,,,"native speaker","better","positive"
"xtwitter_data.csv.701","x831999195246637056",0,0,,,"native speaker","worth","positive"
"xtwitter_data.csv.702","x1451369807610327040",7,0,,,"native speaker","love","positive"
"xtwitter_data.csv.702","x1451369807610327040",7,0,,,"native speaker","insecure","negative"
"xtwitter_data.csv.702","x1451369807610327040",7,0,,,"native speaker","perfect","positive"
"xtwitter_data.csv.702","x1451369807610327040",7,0,,,"native speaker","awesome","positive"
"xtwitter_data.csv.702","x1451369807610327040",7,0,,,"native speaker","thank","positive"
"xtwitter_data.csv.703","x1451369807610327040",2,0,,,"native speaker","like","positive"
"xtwitter_data.csv.703","x1451369807610327040",2,0,,,"native speaker","confident","positive"
"xtwitter_data.csv.704","x964135791415971840",5,0,,,"native speaker","thank","positive"
"xtwitter_data.csv.704","x964135791415971840",5,0,,,"native speaker","unclear","negative"
"xtwitter_data.csv.706","x749593849",1,0,,,"native speaker","worse","negative"
"xtwitter_data.csv.706","x749593849",1,0,,,"native speaker","right","positive"
"xtwitter_data.csv.707","x3308305032",1,0,,,"native speaker","good","positive"
"xtwitter_data.csv.709","x18340599",1,0,,,"native speaker","logical","positive"
"xtwitter_data.csv.711","x1138246903261536257",2,0,,,"native speaker","support","positive"
"xtwitter_data.csv.711","x1138246903261536257",2,0,,,"native speaker","like","positive"
"xtwitter_data.csv.713","x37852770",8,0,,,"native speaker","like","positive"
"xtwitter_data.csv.714","x950532289175289856",0,0,,,"native speaker","hurts","negative"
"xtwitter_data.csv.718","x3167257102",176,1,,,"native speaker","confused","negative"
"xtwitter_data.csv.719","x1290546954318024704",0,0,,,"native speaker","qualify","positive"
"xtwitter_data.csv.721","x17164993",1,1,,,"native speaker","best","positive"
"xtwitter_data.csv.721","x17164993",1,1,,,"native speaker","work","positive"
"xtwitter_data.csv.721","x17164993",1,1,,,"native speaker","undermine","negative"
"xtwitter_data.csv.724","x961600873553121285",29,0,,,"native speaker","thank","positive"
"xtwitter_data.csv.724","x961600873553121285",29,0,,,"native speaker","super","positive"
"xtwitter_data.csv.724","x961600873553121285",29,0,,,"native speaker","useful","positive"
"xtwitter_data.csv.725","x14611587",17,2,,,"native speaker","clear","positive"
"xtwitter_data.csv.725","x14611587",17,2,,,"native speaker","like","positive"
"xtwitter_data.csv.725","x14611587",17,2,,,"native speaker","break","negative"
"xtwitter_data.csv.726","x1222867223796207616",8,6,,,"native speaker","cloud","negative"
"xtwitter_data.csv.727","x551608330",748,141,,,"native speaker","complaint","negative"
"xtwitter_data.csv.728","x1181144858867707904",0,0,,,"native speaker","issues","negative"
"xtwitter_data.csv.730","x1198317241441439744",1,0,,,"native speaker","hard","negative"
"xtwitter_data.csv.730","x1198317241441439744",1,0,,,"native speaker","right","positive"
"xtwitter_data.csv.731","x1136707762287665153",8,0,,,"native speaker","accurate","positive"
"xtwitter_data.csv.731","x1136707762287665153",8,0,,,"native speaker","dead","negative"
"xtwitter_data.csv.731","x1136707762287665153",8,0,,,"native speaker","adversary","negative"
"xtwitter_data.csv.732","x853536308001681408",96,0,,,"native speaker","fuck","negative"
"xtwitter_data.csv.732","x853536308001681408",96,0,,,"native speaker","wrong","negative"
"xtwitter_data.csv.734","x1346097785427267585",1,0,,,"native speaker","problem","negative"
"xtwitter_data.csv.735","x862827644173393922",3,0,,,"native speaker","thank","positive"
"xtwitter_data.csv.735","x862827644173393922",3,0,,,"native speaker","problem","negative"
"xtwitter_data.csv.736","x709856990152007681",0,0,,,"native speaker","successfully","positive"
"xtwitter_data.csv.738","x35811221",3,2,,,"native speaker","chatter","negative"
"xtwitter_data.csv.739","x40523489",169,2,,,"native speaker","right","positive"
"xtwitter_data.csv.739","x40523489",169,2,,,"native speaker","work","positive"
"xtwitter_data.csv.739","x40523489",169,2,,,"native speaker","breaks","negative"
"xtwitter_data.csv.740","x560117187",2,0,,,"native speaker","great","positive"
"xtwitter_data.csv.741","x14230322",1,0,,,"native speaker","like","positive"
"xtwitter_data.csv.742","x125925904",1,0,,,"native speaker","suspect","negative"
"xtwitter_data.csv.743","x125925904",0,0,,,"native speaker","irregularity","negative"
"xtwitter_data.csv.743","x125925904",0,0,,,"native speaker","overstated","negative"
"xtwitter_data.csv.743","x125925904",0,0,,,"native speaker","like","positive"
"xtwitter_data.csv.746","x2720499176",4,0,,,"native speaker","worth","positive"
"xtwitter_data.csv.746","x2720499176",4,0,,,"native speaker","excellent","positive"
"xtwitter_data.csv.747","x963395313384992768",2,0,,,"native speaker","award","positive"
"xtwitter_data.csv.747","x963395313384992768",2,0,,,"native speaker","winning","positive"
"xtwitter_data.csv.748","x1083159258173198337",4,0,,,"native speaker","baffled","negative"
"xtwitter_data.csv.749","x45319754",8,0,,,"native speaker","good","positive"
"xtwitter_data.csv.749","x45319754",8,0,,,"native speaker","struggled","negative"
"xtwitter_data.csv.750","x802973238665957376",0,0,,,"native speaker","unable","negative"
"xtwitter_data.csv.750","x802973238665957376",0,0,,,"native speaker","upset","negative"
"xtwitter_data.csv.753","x189847357",0,0,,,"native speaker","hate","negative"
"xtwitter_data.csv.753","x189847357",0,0,,,"native speaker","invalid","negative"
"xtwitter_data.csv.753","x189847357",0,0,,,"native speaker","like","positive"
"xtwitter_data.csv.754","x194195411",33,1,,,"native speaker","defensive","negative"
"xtwitter_data.csv.754","x194195411",33,1,,,"native speaker","incredibly","positive"
"xtwitter_data.csv.754","x194195411",33,1,,,"native speaker","funny","negative"
"xtwitter_data.csv.754","x194195411",33,1,,,"native speaker","like","positive"
"xtwitter_data.csv.755","x2536826671",0,0,,,"native speaker","like","positive"
"xtwitter_data.csv.755","x2536826671",0,0,,,"native speaker","like","positive"
"xtwitter_data.csv.755","x2536826671",0,0,,,"native speaker","fluent","positive"
